Word,Probability
information,0.5680473372781065
go,0.6133651551312649
felicidades,1
agbecerra,1
hes,0.5354330708661418
nd,0.48333333333333334
hispanic,0.8205128205128205
nominated,0.3695652173913043
cabinet,0.5757575757575758
hhsgov,0.41509433962264153
sec,0.6
increase,0.47802197802197804
access,0.5754098360655737
improve,0.3694581280788177
among,0.45217391304347826
color,0.9210526315789473
victory,0.5370370370370371
immigrant,0.9444444444444444
#dreamandpromiseact,1
permanent,0.4827586206896552
pathway,0.7647058823529411
citizenship,0.72
#dreamers,1
already,0.655
make,0.6351236146632566
american,0.3801270941652224
daca,0.9130434782608695
#heretostay,1
unite,0.6363636363636364
labor,0.4897959183673469
organizations,0.3728813559322034
discuss,0.37343358395989973
#covidvaccine,0.7272727272727273
worker,0.6666666666666666
safety,0.49498327759197325
unions,0.5555555555555556
continuing,0.4557823129251701
efforts,0.4365482233502538
mind,0.5217391304347826
voters,0.7169811320754716
legalized,1
marijuana,0.5350877192982456
adult,0.6666666666666666
remove,0.5652173913043478
criminal,0.6025641025641025
prohibitions,1
cast,0.5783132530120482
vote,0.5089485458612976
#wewantmore,1
act,0.5330132052821128
#endcannabisprohibition,1
backbone,0.421875
ensures,0.48
treated,0.7368421052631579
wages,0.6470588235294118
stronger,0.47297297297297297
benefits,0.6692913385826772
workplaces,0.4
con,0.8181818181818182
mi,0.5833333333333334
represent,0.4017857142857143
advocate,0.46236559139784944
puerto,1
ricans,1
latinos,0.8787878787878788
around,0.5508474576271186
epa,0.7261904761904762
established,0.6216216216216216
preserve,0.3918918918918919
environment,0.6495726495726496
vital,0.4406779661016949
agency,0.5066666666666667
pledge,0.5185185185185185
core,0.6060606060606061
values,0.515625
recommit,0.8701298701298701
#solvingtheclimatecrisis,1
#epaat,1
floridians,0.7380952380952381
dc,0.3689839572192513
push,0.5340909090909091
compromise,0.5348837209302325
stimulus,0.6907894736842105
package,0.5907473309608541
businesses,0.31510204081632653
holidays,0.6875
#medicaid,1
ends,0.8541666666666666
meet,0.5057471264367817
least,0.6818181818181818
ensure,0.5166444740346205
receive,0.4327485380116959
outofpocket,0.6666666666666666
cost,0.5445544554455446
#hapiact,1
save,0.6053639846743295
great,0.30529172320217096
committee,0.31614349775784756
week,0.42105263157894735
discussed,0.20224719101123595
joebidens,1
restore,0.510989010989011
#daca,1
expedite,0.3333333333333333
pr,0.6153846153846154
disaster,0.3504273504273504
reform,0.4326241134751773
stop,0.5918367346938775
separating,1
arecibo,1
observatory,1
telescope,1
helped,0.48223350253807107
view,0.5348837209302325
far,0.5428571428571428
away,0.6321243523316062
worlds,0.4186046511627907
identify,0.5714285714285714
meteors,1
could,0.5392670157068062
threaten,0.5909090909090909
earth,0.5483870967741935
inspire,0.7096774193548387
generation,0.3211009174311927
pursue,0.3793103448275862
space,0.2571428571428571
stem,0.5757575757575758
nsf,0.6
ucf,1
rebuild,0.40476190476190477
develop,0.2894736842105263
mission,0.3595505617977528
juliegargotta,1
hapi,1
adults,0.6222222222222222
immunity,0.4117647058823529
according,0.4
million,0.5181102362204725
lowincome,0.5862068965517241
individuals,0.359375
covered,0.7719298245614035
#florida,0.17647058823529413
rosa,0.9142857142857143
parks,0.575
simple,0.49230769230769234
defiance,1
ignited,1
civil,0.59375
movement,0.6808510638297872
when,0.5275035260930888
she,0.378021978021978
refused,0.5540540540540541
bus,0.8
seat,0.6857142857142857
white,0.6717171717171717
passenger,0.75
remember,0.5053304904051172
bravery,0.5287356321839081
courage,0.5454545454545454
many,0.47888888888888886
others,0.5286343612334802
#rosaparksday,1
too,0.6273885350318471
urban,0.5294117647058824
tribal,0.6911764705882353
bearing,1
brunt,1
#climatecrisis,1
bidenharris,0.9375
administration,0.6491228070175439
ready,0.5818181818181818
right,0.5409356725146199
wrongs,1
most,0.4935779816513762
impacted,0.45588235294117646
#worldaidsday,0.8307692307692308
weve,0.5254237288135594
living,0.546875
disease,0.5166666666666667
#endthestigma,1
eradicate,0.5384615384615384
hiv,0.8666666666666667
lifetime,0.5576923076923077
testing,0.6240601503759399
curbing,1
w,0.40561224489795916
he,0.5166475315729047
heads,0.6764705882352942
about,0.45454545454545453
wonderful,0.42105263157894735
opportunity,0.3961661341853035
speak,0.46774193548387094
students,0.45011600928074247
damaging,0.4
#climatechange,1
combat,0.45714285714285713
owe,0.4805194805194805
clean,0.6076923076923076
publicradiogirl,1
heres,0.49572649572649574
star,0.35185185185185186
manager,0.5
sarah,1
resident,0.6111111111111112
mike,0.3548387096774194
there,0.5154471544715448
prepared,0.5967741935483871
qualified,0.3969465648854962
janetyellen,1
ustreasury,0.2222222222222222
moment,0.6842105263157895
treasury,0.6153846153846154
alongside,0.5
presidentelect,0.9774436090225563
invest,0.603448275862069
build,0.6121212121212121
economy,0.40519877675840976
house,0.4375896700143472
passed,0.5516265912305516
versions,1
#heroesact,1
urgentlyneeded,1
republicans,0.48841698841698844
playing,0.4027777777777778
politics,0.35365853658536583
enact,0.56
updated,0.6785714285714286
heroes,0.4577922077922078
immediately,0.6126126126126126
counting,0.45454545454545453
fighting,0.5764705882352941
soul,0.7647058823529411
clear,0.5209125475285171
strengthen,0.45454545454545453
americas,0.21935483870967742
commitment,0.41762452107279696
justice,0.4785714285714286
system,0.4714285714285714
notice,0.3333333333333333
apply,0.46113989637305697
mortgage,0.8076923076923077
due,0.5323383084577115
hiked,1
xena,1
#pandemic,0.5
enjoy,0.32
outdoors,0.4482758620689655
safely,0.3961038961038961
environmental,0.7169811320754716
treasures,0.6
#lwcf,1
shops,0.3333333333333333
business,0.27628865979381445
long,0.5676470588235294
owner,0.5
know,0.5217391304347826
continued,0.391304347826087
#smallbusinesssaturday,0.43636363636363634
#coronavirus,0.16842105263157894
put,0.5268065268065268
danger,0.41025641025641024
losing,0.6724137931034483
homes,0.5
district,0.3149847094801223
provided,0.36
thousands,0.49743589743589745
emergency,0.5719298245614035
center,0.5300546448087432
first,0.454337899543379
late,0.7457627118644068
dec,0.6396396396396397
nursing,0.3333333333333333
responders,0.36875
teachers,0.5596330275229358
seniors,0.6551724137931034
conditions,0.7837837837837838
prioritized,0.4
general,0.4861878453038674
thanksgiving,0.4880382775119617
anticipation,1
thanksgivings,1
come,0.5272727272727272
dream,0.3815789473684211
again,0.4942857142857143
commit,0.6470588235294118
ourselves,0.7777777777777778
think,0.4457831325301205
but,0.5690993788819876
well,0.44
said,0.42702702702702705
mr,0.42105263157894735
#happythanksgiving,0.5
story,0.3821656050955414
marketplace,0.8378378378378378
commi,1
bpcbipartisan,0.2857142857142857
pray,0.2564102564102564
breaks,0.75
fever,0.5
coronavirus,0.472636815920398
also,0.4634146341463415
salvationarmyus,1
salvationarmy,1
rep,0.4388888888888889
soto,1
giving,0.576
turkeys,0.3333333333333333
#thanksgiving,0.5625
info,0.624113475177305
below,0.4594594594594595
hosted,0.425531914893617
number,0.5304878048780488
uf,1
interns,0.5625
focuses,0.26666666666666666
throughout,0.4260089686098655
bye,1
rocket,0.2
spacex,0.2222222222222222
nasa,0.2459016393442623
tonight,0.46153846153846156
protecting,0.5207373271889401
river,0.4482758620689655
everglades,0.2222222222222222
reef,1
transition,0.879746835443038
family,0.4872364039955605
yours,0.49295774647887325
wishing,0.5714285714285714
everyone,0.6276595744680851
meaningful,0.4782608695652174
honor,0.45586808923375366
favorite,0.5396825396825397
son,0.5434782608695652
nfl,0.3
meal,0.6666666666666666
science,0.6352201257861635
making,0.4840989399293286
comeback,0.08571428571428572
joe,0.6195286195286195
kamala,0.8478260869565217
harris,0.8028169014084507
always,0.4004524886877828
listen,0.532967032967033
scientists,0.5698924731182796
efficacy,0.5
decisions,0.49230769230769234
deserve,0.40809968847352024
consistent,0.35714285714285715
guidance,0.5882352941176471
present,0.32
mayor,0.5866666666666667
certificate,0.4
recognition,0.38571428571428573
invaluable,0.6538461538461539
contributions,0.6043956043956044
communitywe,1
seeing,0.39805825242718446
beyond,0.4351851851851852
wants,0.3524590163934426
#vaccines,1
https,0.36363636363636365
usgsa,0.7692307692307693
green,0.5283018867924528
lights,0.5714285714285714
#bidentransition,1
begin,0.5135135135135135
best,0.47815533980582525
interest,0.5813953488372093
security,0.478515625
democracy,0.7636887608069164
alimayorkas,1
latino,0.8701298701298701
dhsgov,0.8378378378378378
ablinken,1
crisistested,1
leader,0.463768115942029
place,0.5296442687747036
relationships,0.4
allies,0.45588235294117646
keep,0.5626477541371159
adversaries,0.3076923076923077
check,0.5933609958506224
renew,0.4375
breakfast,0.5454545454545454
lgbt,1
diversity,0.8275862068965517
award,0.28378378378378377
person,0.6274509803921569
advocating,0.36666666666666664
full,0.42203742203742206
entire,0.42953020134228187
individual,0.42857142857142855
round,0.33783783783783783
onetime,0.75
checks,0.6590909090909091
starting,0.4426229508196721
gsaemily,1
approve,0.3333333333333333
failure,0.8571428571428571
violates,0.5
hurts,0.5
creates,0.5
national,0.40904522613065325
risk,0.6171428571428571
#puertorico,1
statehood,0.2
senators,0.40963855421686746
reps,0.42857142857142855
promesa,1
write,0.7142857142857143
chapter,0.3548387096774194
false,0.4864864864864865
accusations,0.6
massive,0.5384615384615384
voter,0.5732484076433121
fraud,0.26732673267326734
pressuring,0.625
state,0.4178935447338618
legislators,0.4
popular,0.42857142857142855
refusal,0.7
power,0.5641025641025641
whole,0.5384615384615384
crossed,0.5
line,0.5324074074074074
several,0.4175824175824176
alleged,0.2857142857142857
shadow,1
candidate,0.2857142857142857
conspiracies,0.7142857142857143
leg,0.7777777777777778
races,0.4375
like,0.50187265917603
obvious,0.5384615384615384
corruption,0.47368421052631576
cases,0.8683473389355743
admin,0.7
fbi,0.2708333333333333
thejusticedept,0.22448979591836735
investigate,0.2692307692307692
january,0.7551020408163265
lies,0.6615384615384615
realdonaldtrump,0.10260586319218241
fade,1
backing,0.23076923076923078
interim,0.7142857142857143
jguaido,1
unified,0.7142857142857143
introduced,0.3492957746478873
patients,0.3815789473684211
vaccines,0.3804347826086957
encourage,0.3333333333333333
virus,0.6709677419354839
prosperity,0.3225806451612903
que,1
la,0.775
vacuna,1
del,0.7307692307692307
sea,0.6585365853658537
gratis,1
bajo,1
medicaid,0.8
tackle,0.8333333333333334
farreaching,0.6
investments,0.5285714285714286
infrastructure,0.30198019801980197
electric,0.4482758620689655
cards,0.4444444444444444
transit,0.72
renewable,0.4583333333333333
energy,0.29838709677419356
buildings,0.46153846153846156
repdwstweets,0.7777777777777778
#transdayofremembrance,1
memory,0.6615384615384615
despicable,0.43478260869565216
violence,0.7755905511811023
discrimination,0.7719298245614035
murder,0.52
ever,0.5528255528255528
transgender,1
inclusive,0.8636363636363636
bigotry,0.8947368421052632
hate,0.873015873015873
possible,0.5506329113924051
repjenniffer,0.7272727272727273
asking,0.3717948717948718
agencies,0.47435897435897434
iconic,0.6428571428571429
structure,0.5
distant,1
apprenticeship,0.71875
proposal,0.5060240963855421
opportunities,0.42567567567567566
workforce,0.39215686274509803
face,0.5934959349593496
both,0.463768115942029
itself,0.7058823529411765
resources,0.5260869565217391
recover,0.4782608695652174
appear,0.21428571428571427
old,0.4074074074074074
judge,0.1409090909090909
lacking,0.6
trial,0.3225806451612903
cannot,0.5692883895131086
sworn,0.6333333333333333
enough,0.6036585365853658
twice,0.52
deny,0.6666666666666666
delay,0.4909090909090909
livelihoods,0.3287671232876712
friend,0.4619883040935672
colleague,0.5833333333333334
mentor,0.6111111111111112
jim,0.34375
clyburn,1
supported,0.313953488372093
nomination,0.4696132596685083
steadfast,0.36363636363636365
climate,0.8861538461538462
change,0.7225806451612903
ballot,0.7412935323383084
people,0.5722315907813378
loud,0.3
nrdems,1
antisemitic,0.5384615384615384
threats,0.3953488372093023
faith,0.45098039215686275
joined,0.38177874186550975
gillibrandny,1
senrobportman,0.42857142857142855
sengarypeters,0.7058823529411765
senatorlankford,0.16
pushing,0.5934065934065934
additional,0.3689839572192513
houses,0.46153846153846156
nonprofit,0.3888888888888889
juncture,1
coming,0.39195979899497485
rise,0.8230088495575221
wear,0.8866396761133604
mask,0.887905604719764
social,0.6763005780346821
distance,0.8050847457627118
wash,0.8387096774193549
hands,0.7583892617449665
season,0.5190615835777126
cochairs,0.65
senate,0.45302257829570286
task,0.4426229508196721
force,0.357487922705314
combating,0.4642857142857143
antisemitism,0.4583333333333333
released,0.40425531914893614
following,0.4230769230769231
joint,0.3939393939393939
statement,0.39655172413793105
applauding,0.5
council,0.5
declaration,0.38461538461538464
prioritizing,0.26666666666666666
computer,0.5833333333333334
former,0.5095541401273885
passionate,0.5789473684210527
teach,0.5333333333333333
educators,0.65625
ndaa,0.33064516129032256
bills,0.47715736040609136
cybersecurity,0.5
troop,0.2
provisions,0.4
benefit,0.3924050632911392
nevada,1
including,0.53156146179402
yucca,1
mountain,0.4230769230769231
military,0.3168831168831169
devastated,0.8285714285714286
hear,0.4743083003952569
yesterdays,0.4117647058823529
deadly,0.8133333333333334
took,0.512396694214876
cyclists,1
holding,0.42105263157894735
friends,0.4847328244274809
heart,0.6050420168067226
amazonpolicy,1
enhancing,0.7272727272727273
#stem,0.23076923076923078
engineers,0.25
expanding,0.47540983606557374
broadband,0.328125
amazon,0.8095238095238095
applauds,0.4166666666666667
sen,0.3274021352313167
commerce,0.2708333333333333
chairman,0.1411764705882353
senatorwicker,0.0547945205479452
senjackyrosen,0.8666666666666667
introducing,0.39344262295081966
repfranklucas,0.4
innovation,0.29545454545454547
depends,0.782608695652174
every,0.4936086529006883
classroom,0.28
introduce,0.4351851851851852
important,0.5093896713615024
legislat,1
awactionnews,0.6
anniversary,0.5786516853932584
#horseprotectionact,1
commemorate,0.5
day,0.5141509433962265
letting,0.45161290322580644
historic,0.3475177304964539
sitting,0.35
much,0.49584487534626037
darker,1
hurting,0.4936708860759494
bound,1
arbitrary,0.36363636363636365
caps,1
eidl,0.5
lift,0.5555555555555556
hanukkah,0.5328467153284672
filled,0.5283018867924528
light,0.6415094339622641
love,0.634020618556701
chag,0.76
sameach,0.7454545454545455
record,0.4029126213592233
wildfire,0.75
forced,0.581081081081081
evacuations,1
threatened,0.5
air,0.4336283185840708
water,0.4533333333333333
quality,0.6030927835051546
destroyed,0.46875
west,0.25735294117647056
sencortezmasto,0.875
urging,0.5
included,0.509090909090909
step,0.4395973154362416
toward,0.46956521739130436
greater,0.35294117647058826
cooperation,0.40625
middle,0.33031674208144796
east,0.1619718309859155
diplomats,0.5
facilitating,1
agreement,0.4306569343065693
month,0.4929078014184397
expiring,0.6363636363636364
dont,0.5788497217068646
wait,0.6902173913043478
news,0.303595206391478
version,0.4230769230769231
dear,0.41304347826086957
repvaldemingss,1
media,0.15979381443298968
resolution,0.36942675159235666
reflective,1
society,0.5614035087719298
reports,0.5526315789473685
serving,0.32456140350877194
sendougjones,0.88
ill,0.5114754098360655
conversations,0.5789473684210527
each,0.5622317596566524
youve,0.5
tireless,0.47619047619047616
alabama,0.44
missed,0.37333333333333335
pleasure,0.2903225806451613
nominee,0.5573770491803278
tps,1
recipients,0.525
dreamers,0.9302325581395349
reuniting,1
migrant,1
hearing,0.24066390041493776
confirmation,0.18452380952380953
head,0.6851851851851852
into,0.4409448818897638
johncornyn,0.16666666666666666
opioid,0.5645161290322581
epidemic,0.7534246575342466
ensuring,0.5266666666666666
dhs,0.8620689655172413
personnel,0.2857142857142857
equipment,0.5555555555555556
flow,0.125
illegal,0.35294117647058826
senatortomudall,0.8095238095238095
shared,0.5076923076923077
interests,0.35
nevadans,1
mexicans,1
privilege,0.48148148148148145
lands,0.6451612903225806
miss,0.6074074074074074
underscored,0.3333333333333333
lack,0.5967741935483871
especially,0.5066666666666667
comes,0.4690265486725664
technology,0.23469387755102042
nows,1
enrollment,0.957345971563981
httpstcofaiatwbzn,1
find,0.630071599045346
works,0.7435897435897436
pearl,0.3283582089552239
harbor,0.3188405797101449
servicemembers,0.7049180327868853
defended,0.3157894736842105
freedoms,0.211864406779661
ultimate,0.3783783783783784
sacrifice,0.39662447257383965
retweet,0.2
doing,0.5071942446043165
designation,0.3125
arctic,0.7647058823529411
wildlife,0.46511627906976744
refuge,0.9090909090909091
cosponsor,0.38095238095238093
permanently,0.43902439024390244
oil,0.5921052631578947
gas,0.45454545454545453
development,0.22916666666666666
amendment,0.4918032786885246
ratified,0.75
officially,0.5068493150684932
abolishing,1
slavery,0.9230769230769231
while,0.4675090252707581
progress,0.4682080924855491
root,0.6875
achieve,0.5217391304347826
still,0.569060773480663
surge,0.8375
montgomery,0.8
boycott,0.8235294117647058
began,0.5111111111111111
captured,0.5
countrys,0.6229508196721312
attention,0.5
start,0.5533333333333333
s,0.352
incredible,0.3150684931506849
big,0.37757437070938216
cat,0.42857142857142855
companion,0.6666666666666666
prohibit,0.375
private,0.42528735632183906
ownership,0.5161290322580645
trade,0.38181818181818183
cats,0.40625
such,0.37142857142857144
lions,0.4
tigers,0.3076923076923077
yesterday,0.36421725239616615
deaths,0.7757009345794392
forever,0.32142857142857145
empty,0.6666666666666666
table,0.6491228070175439
please,0.6628131021194605
uncertainty,0.4230769230769231
decision,0.41
reinstate,1
overdue,0.6764705882352942
extend,0.5419847328244275
deadline,0.580952380952381
municipalities,1
tribes,0.6610169491525424
able,0.5191489361702127
spend,0.4782608695652174
cares,0.3858267716535433
looking,0.4888888888888889
learn,0.4636363636363636
join,0.49291784702549574
virtual,0.5042016806722689
series,0.7096774193548387
event,0.5652173913043478
grateful,0.40730337078651685
usdot,0.16666666666666666
ftadot,1
collaborate,0.5
institute,0.5
mental,0.56
study,0.5454545454545454
impact,0.41203703703703703
children,0.4783861671469741
young,0.5514705882352942
immune,0.5714285714285714
stress,0.6666666666666666
final,0.41954022988505746
cindy,0.2222222222222222
school,0.39755351681957185
life,0.4159090909090909
sciences,0.75
participates,1
numerous,0.37037037037037035
activities,0.5
educate,0.3157894736842105
professionals,0.41333333333333333
